run_sample_id	runid	bam_file	annotated_vcf_file	ghm_snp_file	ghcnv_probe_file	molecule_table_file	counts_file	coverage_file	sergmentation_file	genome_summary_file	coverage_plot_file	type	TF
A034247101	210401_A01020_0164_BHVTJNDSXY	/ghds/ivd/flowcentral/210401_A01020_0164_BHVTJNDSXY/A034247101.short.bwamem.cram	/ghds/ivd/flowcentral/210401_A01020_0164_BHVTJNDSXY/A034247101.annotated.vcf	/ghds/ivd/flowcentral/210401_A01020_0164_BHVTJNDSXY/A034247101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210401_A01020_0164_BHVTJNDSXY/A034247101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0164_BHVTJNDSXY/A034247101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0164_BHVTJNDSXY/A034247101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0164_BHVTJNDSXY/A034247101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0164_BHVTJNDSXY/A034247101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0164_BHVTJNDSXY/A034247101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210401_A01020_0164_BHVTJNDSXY/A034247101.coverage_plot.pdf	TND	0
A034073501	210328_A00277_0454_AHVFLNDSXY	/ghds/ivd/flowcentral/210328_A00277_0454_AHVFLNDSXY/A034073501.short.bwamem.cram	/ghds/ivd/flowcentral/210328_A00277_0454_AHVFLNDSXY/A034073501.annotated.vcf	/ghds/ivd/flowcentral/210328_A00277_0454_AHVFLNDSXY/A034073501.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210328_A00277_0454_AHVFLNDSXY/A034073501.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210328_A00277_0454_AHVFLNDSXY/A034073501.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210328_A00277_0454_AHVFLNDSXY/A034073501.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210328_A00277_0454_AHVFLNDSXY/A034073501.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210328_A00277_0454_AHVFLNDSXY/A034073501.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210328_A00277_0454_AHVFLNDSXY/A034073501.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210328_A00277_0454_AHVFLNDSXY/A034073501.coverage_plot.pdf	TND	0
A034727901	210417_A00277_0472_AHY3L5DSXY	/ghds/ivd/flowcentral/210417_A00277_0472_AHY3L5DSXY/A034727901.short.bwamem.cram	/ghds/ivd/flowcentral/210417_A00277_0472_AHY3L5DSXY/A034727901.annotated.vcf	/ghds/ivd/flowcentral/210417_A00277_0472_AHY3L5DSXY/A034727901.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210417_A00277_0472_AHY3L5DSXY/A034727901.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210417_A00277_0472_AHY3L5DSXY/A034727901.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210417_A00277_0472_AHY3L5DSXY/A034727901.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210417_A00277_0472_AHY3L5DSXY/A034727901.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210417_A00277_0472_AHY3L5DSXY/A034727901.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210417_A00277_0472_AHY3L5DSXY/A034727901.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210417_A00277_0472_AHY3L5DSXY/A034727901.coverage_plot.pdf	TND	0
A033199101	210304_A01020_0137_BHVM7MDSXY	/ghds/ivd/flowcentral/210304_A01020_0137_BHVM7MDSXY/A033199101.short.bwamem.cram	/ghds/ivd/flowcentral/210304_A01020_0137_BHVM7MDSXY/A033199101.annotated.vcf	/ghds/ivd/flowcentral/210304_A01020_0137_BHVM7MDSXY/A033199101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210304_A01020_0137_BHVM7MDSXY/A033199101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0137_BHVM7MDSXY/A033199101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0137_BHVM7MDSXY/A033199101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0137_BHVM7MDSXY/A033199101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0137_BHVM7MDSXY/A033199101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0137_BHVM7MDSXY/A033199101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0137_BHVM7MDSXY/A033199101.coverage_plot.pdf	TND	0
A034971201	210427_A00274_0493_AHY3J7DSXY	/ghds/ivd/flowcentral/210427_A00274_0493_AHY3J7DSXY/A034971201.short.bwamem.cram	/ghds/ivd/flowcentral/210427_A00274_0493_AHY3J7DSXY/A034971201.annotated.vcf	/ghds/ivd/flowcentral/210427_A00274_0493_AHY3J7DSXY/A034971201.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210427_A00274_0493_AHY3J7DSXY/A034971201.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0493_AHY3J7DSXY/A034971201.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0493_AHY3J7DSXY/A034971201.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0493_AHY3J7DSXY/A034971201.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0493_AHY3J7DSXY/A034971201.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0493_AHY3J7DSXY/A034971201.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210427_A00274_0493_AHY3J7DSXY/A034971201.coverage_plot.pdf	TND	0
A035085001	210430_A00770_0302_BH3537DSX2	/ghds/ivd/flowcentral/210430_A00770_0302_BH3537DSX2/A035085001.short.bwamem.cram	/ghds/ivd/flowcentral/210430_A00770_0302_BH3537DSX2/A035085001.annotated.vcf	/ghds/ivd/flowcentral/210430_A00770_0302_BH3537DSX2/A035085001.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210430_A00770_0302_BH3537DSX2/A035085001.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210430_A00770_0302_BH3537DSX2/A035085001.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210430_A00770_0302_BH3537DSX2/A035085001.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210430_A00770_0302_BH3537DSX2/A035085001.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210430_A00770_0302_BH3537DSX2/A035085001.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210430_A00770_0302_BH3537DSX2/A035085001.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210430_A00770_0302_BH3537DSX2/A035085001.coverage_plot.pdf	TND	0
A035131901	210502_A00274_0497_AH33MCDSX2	/ghds/ivd/flowcentral/210502_A00274_0497_AH33MCDSX2/A035131901.short.bwamem.cram	/ghds/ivd/flowcentral/210502_A00274_0497_AH33MCDSX2/A035131901.annotated.vcf	/ghds/ivd/flowcentral/210502_A00274_0497_AH33MCDSX2/A035131901.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210502_A00274_0497_AH33MCDSX2/A035131901.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210502_A00274_0497_AH33MCDSX2/A035131901.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210502_A00274_0497_AH33MCDSX2/A035131901.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210502_A00274_0497_AH33MCDSX2/A035131901.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210502_A00274_0497_AH33MCDSX2/A035131901.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210502_A00274_0497_AH33MCDSX2/A035131901.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210502_A00274_0497_AH33MCDSX2/A035131901.coverage_plot.pdf	TND	0
A033266201	210307_A00441_0409_AHVMLTDSXY	/ghds/ivd/flowcentral/210307_A00441_0409_AHVMLTDSXY/A033266201.short.bwamem.cram	/ghds/ivd/flowcentral/210307_A00441_0409_AHVMLTDSXY/A033266201.annotated.vcf	/ghds/ivd/flowcentral/210307_A00441_0409_AHVMLTDSXY/A033266201.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210307_A00441_0409_AHVMLTDSXY/A033266201.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00441_0409_AHVMLTDSXY/A033266201.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00441_0409_AHVMLTDSXY/A033266201.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00441_0409_AHVMLTDSXY/A033266201.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00441_0409_AHVMLTDSXY/A033266201.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00441_0409_AHVMLTDSXY/A033266201.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210307_A00441_0409_AHVMLTDSXY/A033266201.coverage_plot.pdf	TND	0
A034479401	210410_A00770_0288_BHY3YKDSXY	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034479401.short.bwamem.cram	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034479401.annotated.vcf	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034479401.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034479401.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034479401.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034479401.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034479401.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034479401.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034479401.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034479401.coverage_plot.pdf	TND	0
A033148301	210302_A00277_0429_BHVTMMDSXY	/ghds/ivd/flowcentral/210302_A00277_0429_BHVTMMDSXY/A033148301.short.bwamem.cram	/ghds/ivd/flowcentral/210302_A00277_0429_BHVTMMDSXY/A033148301.annotated.vcf	/ghds/ivd/flowcentral/210302_A00277_0429_BHVTMMDSXY/A033148301.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210302_A00277_0429_BHVTMMDSXY/A033148301.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210302_A00277_0429_BHVTMMDSXY/A033148301.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210302_A00277_0429_BHVTMMDSXY/A033148301.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210302_A00277_0429_BHVTMMDSXY/A033148301.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210302_A00277_0429_BHVTMMDSXY/A033148301.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210302_A00277_0429_BHVTMMDSXY/A033148301.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210302_A00277_0429_BHVTMMDSXY/A033148301.coverage_plot.pdf	TND	0
A033195401	210304_A01020_0136_AHVTJLDSXY	/ghds/ivd/flowcentral/210304_A01020_0136_AHVTJLDSXY/A033195401.short.bwamem.cram	/ghds/ivd/flowcentral/210304_A01020_0136_AHVTJLDSXY/A033195401.annotated.vcf	/ghds/ivd/flowcentral/210304_A01020_0136_AHVTJLDSXY/A033195401.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210304_A01020_0136_AHVTJLDSXY/A033195401.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0136_AHVTJLDSXY/A033195401.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0136_AHVTJLDSXY/A033195401.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0136_AHVTJLDSXY/A033195401.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0136_AHVTJLDSXY/A033195401.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0136_AHVTJLDSXY/A033195401.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210304_A01020_0136_AHVTJLDSXY/A033195401.coverage_plot.pdf	TND	0
A034477901	210410_A00277_0466_AHY3WCDSXY	/ghds/ivd/flowcentral/210410_A00277_0466_AHY3WCDSXY/A034477901.short.bwamem.cram	/ghds/ivd/flowcentral/210410_A00277_0466_AHY3WCDSXY/A034477901.annotated.vcf	/ghds/ivd/flowcentral/210410_A00277_0466_AHY3WCDSXY/A034477901.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210410_A00277_0466_AHY3WCDSXY/A034477901.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00277_0466_AHY3WCDSXY/A034477901.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00277_0466_AHY3WCDSXY/A034477901.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00277_0466_AHY3WCDSXY/A034477901.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00277_0466_AHY3WCDSXY/A034477901.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00277_0466_AHY3WCDSXY/A034477901.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00277_0466_AHY3WCDSXY/A034477901.coverage_plot.pdf	TND	0
A033790901	210320_A01020_0153_AHVG72DSXY	/ghds/ivd/flowcentral/210320_A01020_0153_AHVG72DSXY/A033790901.short.bwamem.cram	/ghds/ivd/flowcentral/210320_A01020_0153_AHVG72DSXY/A033790901.annotated.vcf	/ghds/ivd/flowcentral/210320_A01020_0153_AHVG72DSXY/A033790901.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210320_A01020_0153_AHVG72DSXY/A033790901.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210320_A01020_0153_AHVG72DSXY/A033790901.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210320_A01020_0153_AHVG72DSXY/A033790901.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210320_A01020_0153_AHVG72DSXY/A033790901.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210320_A01020_0153_AHVG72DSXY/A033790901.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210320_A01020_0153_AHVG72DSXY/A033790901.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210320_A01020_0153_AHVG72DSXY/A033790901.coverage_plot.pdf	TND	0
A034490101	210410_A00770_0288_BHY3YKDSXY	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034490101.short.bwamem.cram	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034490101.annotated.vcf	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034490101.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210410_A00770_0288_BHY3YKDSXY/A034490101.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034490101.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034490101.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034490101.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034490101.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034490101.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210410_A00770_0288_BHY3YKDSXY/A034490101.coverage_plot.pdf	TND	0
A033659401	210322_A00441_0422_AHVJCNDSXY	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033659401.short.bwamem.cram	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033659401.annotated.vcf	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033659401.ghm_snp.hdr.tsv	/ghds/ivd/flowcentral/210322_A00441_0422_AHVJCNDSXY/A033659401.ghcnv_probe.hdr.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033659401.molecule_table.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033659401.bin_counts.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033659401.coverage.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033659401.genome_segmentation.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033659401.genome_summary.tsv	/ghds/groups/bioinformatics/02_DEVELOPMENT/200830_GHCNVWG_PIPELINE/results/210608_CLINICAL_SAMPLES_V0.5/processed_samples/210322_A00441_0422_AHVJCNDSXY/A033659401.coverage_plot.pdf	TND	0
